"","fdid","fire_dept_name","County","dept_type","organization_type","number_stations","active_firefighters_career","active_firefighters_volunteer","active_firefighters_paid_per_call","non_firefighting_civilian","non_firefighting_volunteer","primary_agency_for_em","zip5","zip9","lat","long","Firefighters"
"595","22017","Saint Olaf Fire Department","Clayton","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,4,NA,52072,52072,42.928131,-91.386253,25
"596","44008","Salem Fire Department","Henry","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,52649,52649,40.853661,-91.621636,15
"597","71008","Sanborn Fire Department","Obrien","Volunteer","Local (includes career, combination, and volunteer)",1,0,16,0,0,0,"TRUE",51248,51248,43.180756,-95.655739,16
"598","77016","Saylor Township Fire Department","Polk","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,35,0,0,"FALSE",50313,50313,41.658598,-93.620846,35
"599","95006","Scarville Fire Department","Winnebago","Volunteer","Local (includes career, combination, and volunteer)",1,0,13,0,0,0,NA,50473,50473,43.36295,-92.554197,13
"600","81008","Schaller Fire Department","Sac","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,"TRUE",51053,51053,42.500159,-95.291969,25
"601","24011","Schleswig Fire Department","Crawford","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,4,NA,51461,51461,42.163996,-95.436517,28
"602","79008","Searsboro Fire Department","Poweshiek","Volunteer","Local (includes career, combination, and volunteer)",1,0,11,0,0,0,"FALSE",50242,50242,41.57899,-92.703745,11
"603","97012","Sergeant Bluff Fire Department","Woodbury","Volunteer","Local (includes career, combination, and volunteer)",2,0,45,0,0,0,"TRUE",51054,51054,42.39889,-96.355477,45
"604","93008","Seymour Volunteer Fire Department","Wayne","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,1,NA,52590,525909999,NA,NA,24
"605","87009","Sharpsburg Volunteer Fire Department","Taylor","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,50862,50862,40.801771,-94.640741,25
"606","83009","Shelby Fire & Rescue Department","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",0,0,25,0,0,0,NA,51570,51570,NA,NA,25
"607","71009","Sheldon Fire Company","Obrien","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,32,0,0,NA,51201,51201,43.180535,-95.853311,32
"608","12010","Shell Rock Fire Department","Butler","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,20,0,0,"FALSE",50670,50670,42.710393,-92.583717,20
"609","06010","Shellsburg Fire Department","Benton","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,0,NA,52332,52332,42.094398,-91.869313,23
"610","31021","Sherrill Fire Department","Dubuque","Volunteer","Contract fire department",1,0,40,0,0,0,"TRUE",52073,520739695,42.604651,-90.786475,40
"611","72006","Sibley Volunteer Fire Department","Osceola","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"FALSE",51249,51249,43.400351,-95.750285,24
"612","36007","Sidney Fire and Rescue","Fremont","Volunteer","Local (includes career, combination, and volunteer)",1,0,33,0,0,0,NA,51652,516520901,40.748508,-95.646481,33
"613","54012","Sigourney Fire Department Inc.","Keokuk","Volunteer","Local (includes career, combination, and volunteer)",1,0,34,0,0,0,"FALSE",52591,525911421,41.332404,-92.205121,34
"614","65009","Silver City Volunteer Fire Department","Mills","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,8,NA,51571,51571,41.11308,-95.637374,12
"615","84013","Sioux Center Fire & Rescue","Sioux","Volunteer","Local (includes career, combination, and volunteer)",2,0,42,0,0,0,"FALSE",51250,51250,43.08158,-96.175596,42
"616","97013","Sioux City Fire Rescue","Woodbury","Career","Local (includes career, combination, and volunteer)",7,113,0,0,3,0,"TRUE",51101,511011200,42.496323,-96.406436,113
"617","11008","Sioux Rapids Fire Department","Buena Vista","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,0,"TRUE",50585,50585,NA,NA,23
"618","97014","Sloan Fire & Rescue Department","Woodbury","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,NA,51055,51055,42.233494,-96.22801,27
"619","52008","Solon Fire Department","Johnson","Volunteer","Local (includes career, combination, and volunteer)",1,0,35,0,0,0,"TRUE",52333,523338995,41.80747,-91.495322,35
"620","","Speedway Fire/Rescue","Scott","Volunteer","Contract fire department",1,0,35,0,0,6,NA,52808,528083235,NA,NA,35
"621","21009","Spencer Fire Department","Clay","Mostly volunteer","Local (includes career, combination, and volunteer)",1,5,0,31,0,5,"TRUE",51301,513014220,43.137812,-95.144397,36
"622","30006","Spirit Lake Community Fire Department","Dickinson","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"FALSE",51360,513601095,43.420348,-95.111863,30
"623","49014","Springbrook Fire & EMS","Jackson","Volunteer","Local (includes career, combination, and volunteer)",1,0,33,0,0,15,NA,52075,52075,42.39705,-91.119348,33
"624","57017","Springville Fire & Rescue","Linn","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,"TRUE",52336,523360401,NA,NA,27
"625","40006","Stanhope Fire Department","Hamilton","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,0,NA,50246,502460128,NA,NA,19
"626","10011","Stanley Fire Department","Buchanan","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"TRUE",50671,506719560,42.642526,-91.811303,18
"627","69005","Stanton Fire and Rescue Department","Montgomery","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,5,NA,51573,515730292,40.978674,-95.104064,25
"628","10166","Stanwood Fire Department","Cedar","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,0,NA,52337,52337,41.892767,-91.150111,21
"629","64014","State Center Fire & EMS","Marshall","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,14,"TRUE",50247,50247,42.016693,-93.163431,24
"630","42010","Steamboat Rock Fire & Rescue","Hardin","Volunteer","Local (includes career, combination, and volunteer)",1,0,14,0,0,3,"TRUE",50672,50672,42.408471,-93.069203,14
"631","89009","Stockport Volunteer Fire Department","Van Buren","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"TRUE",52651,52651,40.857286,-91.833796,20
"632","11009","Storm Lake Fire Department","Buena Vista","Mostly volunteer","Local (includes career, combination, and volunteer)",1,2,0,31,0,0,"FALSE",50588,505882254,42.647493,-95.19539,33
"633","85013","Story City Fire Department","Story","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,50248,502481134,42.187083,-93.597213,25
"634","38008","Stout Fire Department","Grundy","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"TRUE",50660,506609767,42.56678,-92.613696,18
"635","22018","Strawberry Point Fire and Rescue","Clayton","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,0,NA,52676,52676,42.683055,-91.534375,26
"636","39008","Stuart Fire Department","Guthrie","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,0,"FALSE",50250,50250,41.503722,-94.316328,23
"637","09006","Sumner Volunteer Fire Department","Bremer","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"TRUE",50674,506741656,42.847489,-92.095766,30
"638","30007","Superior Fire Department","Dickinson","Volunteer","Local (includes career, combination, and volunteer)",1,0,13,0,0,1,NA,51363,51363,43.431324,-94.947634,13
"639","17008","Swaledale Fire Department","Cerro Gordo","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,18,0,0,NA,50477,504770081,NA,NA,18
"640","55009","Swea City Fire Department","Kossuth","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"TRUE",50590,50590,NA,NA,24
"641","36008","Tabor Volunteer Fire Department","Fremont","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,0,NA,51653,51653,40.902986,-95.671358,28
"642","86009","Tama Fire Department","Tama","Volunteer","Local (includes career, combination, and volunteer)",1,0,31,7,0,0,NA,52339,523392317,41.960982,-92.581377,38
"643","14012","Templeton Fire Department","Carroll","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,2,"FALSE",51463,51463,41.91904,-94.943121,30
"644","95007","Thompson Volunteer Fire Department","Winnebago","Career","Local (includes career, combination, and volunteer)",1,18,0,0,0,0,NA,50478,504780155,43.372142,-93.771185,18
"645","46011","Thor-Norway Township Fire Department","Humboldt","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,12,0,0,NA,50591,50591,NA,NA,12
"646","36009","Thurman Volunteer Fire Department","Fremont","Volunteer","Local (includes career, combination, and volunteer)",1,0,17,0,0,4,NA,51654,516540171,40.819803,-95.747467,17
"647","52010","Tiffin Volunteer Fire Department","Johnson","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,8,"TRUE",52340,52340,41.705496,-91.663146,22
"648","80010","Tingley Fire Department","Ringgold","Volunteer","Local (includes career, combination, and volunteer)",1,0,12,0,0,0,NA,50863,50863,NA,NA,12
"649","16007","Tipton Fire Department","Cedar","Volunteer","Local (includes career, combination, and volunteer)",1,0,35,0,0,0,"TRUE",52772,527721633,41.769494,-91.129804,35
"650","55010","Titonka Fire Department","Kossuth","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,21,0,0,NA,50480,50480,43.237307,-94.041356,21
"651","86010","Toledo Fire Department","Tama","Mostly volunteer","Local (includes career, combination, and volunteer)",1,1,29,0,0,15,"FALSE",52342,52342,41.995643,-92.581649,30
"652","86011","Traer Fire Depatment","Tama","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"FALSE",50675,50675,42.193317,-92.464238,24
"653","78013","Treynor Fire Department","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,"TRUE",51575,51575,41.232437,-95.615572,25
"654","09007","Tripoli Fire Department","Bremer","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"FALSE",50676,50676,42.809624,-92.2556,24
"655","57019","Troy Mills Volunteer Fire Department","Linn","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,"TRUE",52344,52344,NA,NA,15
"656","11010","Truesdale Fire Department","Buena Vista","Volunteer","Local (includes career, combination, and volunteer)",1,0,10,0,0,3,NA,50592,50592,42.395788,-94.630047,10
"657","61007","Truro Fire & Rescue Department","Madison","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,0,NA,50257,50257,41.207883,-93.847524,21
"658","78014","Underwood Volunteer Fire and Rescue","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",1,0,27,0,0,0,NA,51576,51576,41.388143,-95.677827,27
"659","80011","Union Township Fire Department","Ringgold","Volunteer","Local (includes career, combination, and volunteer)",1,0,10,0,0,0,NA,50074,50074,NA,NA,10
"660","42011","Union Volunteer Fire Department","Hardin","Volunteer","Local (includes career, combination, and volunteer)",1,0,7,0,0,2,NA,50258,50258,42.245241,-93.063319,7
"661","06011","Urbana-Polk Township Fire Department","Benton","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,"TRUE",52345,52345,NA,NA,24
"662","77018","Urbandale Fire Department","Polk","Mostly career","Local (includes career, combination, and volunteer)",2,31,0,20,1,1,"TRUE",50323,503232300,41.63288,-93.782619,51
"663","67009","Ute Fire Department","Monona","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,"TRUE",51060,51060,42.050204,-95.705249,22
"664","24012","Vail Volunteer Fire Department, Inc.","Crawford","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,0,"TRUE",51465,51465,42.060419,-95.201177,19
"665","06012","Van Horne Fire Department","Benton","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,3,"TRUE",52346,52346,42.007577,-92.091148,25
"666","25012","Van Meter Fire & Rescue","Dallas","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,28,0,0,NA,50261,50261,41.533033,-93.954078,28
"667","27008","Van Wert Fire Department","Decatur","Volunteer","Local (includes career, combination, and volunteer)",1,0,9,0,0,3,NA,50262,50262,40.869338,-93.795862,9
"668","17010","Ventura Fire Department","Cerro Gordo","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,1,"TRUE",50482,50482,43.128898,-93.475825,21
"669","48010","Victor Fire Department","Poweshiek","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,"FALSE",52347,52347,41.730871,-92.300974,25
"670","69006","Villisca Fire/Rescue Department","Montgomery","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,10,"FALSE",50864,508641143,40.929595,-94.976788,28
"671","94013","Vincent Fire Department","Webster","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,1,"TRUE",50594,505947703,42.591226,-94.020487,18
"672","86012","Vining Volunteer Fire Department","Tama","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"FALSE",52348,52348,41.989803,-92.381951,18
"673","06013","Vinton Fire Department","Benton","Volunteer","Local (includes career, combination, and volunteer)",1,0,28,0,0,0,"FALSE",52349,52349,42.169626,-92.023414,28
"674","22019","Volga Fire Department","Clayton","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,52077,520770016,42.801309,-91.542218,18
"675","33012","Wadena-Illyria Fire Department","Fayette","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"TRUE",52169,52169,42.839045,-91.656955,18
"676","82018","Walcott Community Volunteer Fire Department","Scott","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,2,NA,52773,527730247,41.585903,-90.77549,26
"677","57020","Walker Fire Department","Linn","Volunteer","Local (includes career, combination, and volunteer)",1,0,35,0,0,0,NA,52352,52352,42.287313,-91.782107,35
"678","81009","Wall Lake Fire and Rescue Department","Sac","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,NA,51466,514660515,42.270796,-95.090775,24
"679","32006","Wallingford Fire Department","Emmet","Volunteer","Local (includes career, combination, and volunteer)",2,0,21,0,0,5,"FALSE",51365,51365,43.319786,-94.793443,21
"680","78015","Walnut Fire & Rescue Department","Pottawattamie","Volunteer","Local (includes career, combination, and volunteer)",1,0,34,0,0,0,"TRUE",51577,51577,41.475991,-95.223175,34
"681","90008","Wapello County Rural Fire Department","Wapello","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,"FALSE",52501,52501,40.994747,-92.431827,25
"682","58009","Wapello Fire Departmnent","Louisa","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,52653,526530246,41.182423,-91.187194,30
"683","92006","Washington Volunteer Fire Department","Washington","Mostly volunteer","Local (includes career, combination, and volunteer)",1,4,0,36,0,0,"FALSE",52353,523532024,41.298358,-91.689776,40
"684","18009","Washta Fire Service","Cherokee","Volunteer","Local (includes career, combination, and volunteer)",1,0,16,0,0,3,"TRUE",51061,51061,42.575533,-95.718251,16
"685","07009","Waterloo Fire Rescue","Black Hawk","Career","Local (includes career, combination, and volunteer)",6,106,0,0,3,0,"FALSE",50703,507033511,42.501816,-92.335506,106
"686","33013","Waucoma Fire Department","Fayette","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,52171,52171,NA,NA,18
"687","25013","Waukee Fire Rescue","Dallas","Mostly volunteer","Local (includes career, combination, and volunteer)",1,13,0,30,0,0,"TRUE",50263,50263,NA,NA,43
"688","03006","Waukon Fire Department","Iowa","Volunteer","Local (includes career, combination, and volunteer)",1,0,34,0,0,0,"FALSE",52172,52172,43.255344,-91.481872,34
"689","09008","Waverly Fire Department","Bremer","Volunteer","Local (includes career, combination, and volunteer)",1,0,34,0,0,0,NA,50677,50677,42.724713,-92.471951,34
"690","44009","Wayland Volunteer Fire and Rescue","Henry","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,52654,52654,41.148482,-91.660676,25
"691","21010","Webb Fire Department","Clay","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"FALSE",51366,51366,42.94869,-95.011027,18
"692","40008","Webster City Fire Department","Hamilton","Mostly volunteer","Local (includes career, combination, and volunteer)",1,4,0,25,0,0,"FALSE",50595,505952346,42.466831,-93.815842,29
"693","27009","Weldon Fire Department","Decatur","Volunteer","Local (includes career, combination, and volunteer)",1,0,13,0,0,4,"FALSE",50264,50264,40.899037,-93.734803,13
"694","92007","Wellman Volunteer Fire Department","Washington","Volunteer","Local (includes career, combination, and volunteer)",1,0,32,0,0,0,"TRUE",52356,52356,41.465059,-91.829235,32
"695","38009","Wellsburg Volunteer Fire Department","Grundy","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,50680,50680,42.435005,-92.927515,22
"696","23013","Welton Volunteer Fire Company","Clinton","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,52774,527740019,NA,NA,30
"697","55011","Wesley Fire Department","Kossuth","Volunteer","Local (includes career, combination, and volunteer)",1,0,21,0,0,0,NA,50483,50483,43.088152,-93.992612,21
"698","74009","West Bend Fire Department","Palo Alto","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,NA,50597,505970485,42.957692,-94.445161,22
"699","16008","West Branch Fire-Rescue Department","Cedar","Volunteer","Local (includes career, combination, and volunteer)",1,0,35,0,0,0,"TRUE",52358,52358,41.671185,-91.344172,35
"700","29005","West Burlington Fire Department","Des Moines","Mostly volunteer","Local (includes career, combination, and volunteer)",1,1,0,30,0,0,"FALSE",52655,52655,40.823776,-91.156629,31
"701","77019","West Des Moines Fire Department","Polk","Mostly career","Local (includes career, combination, and volunteer)",5,68,0,18,3,0,"TRUE",50265,50265,41.584745,-93.75101,86
"702","70009","West Liberty Fire Department","Muscatine","Volunteer","Local (includes career, combination, and volunteer)",1,0,35,0,0,0,"TRUE",52776,52776,41.568557,-91.262295,35
"703","56011","West Point Fire & Rescue","Lee","Volunteer","Local (includes career, combination, and volunteer)",1,0,32,0,0,0,"FALSE",52656,52656,40.719463,-91.450397,32
"704","33015","West Union Fire Department","Fayette","Volunteer","Local (includes career, combination, and volunteer)",1,0,29,0,0,4,"FALSE",52175,52175,42.95172,-91.814172,29
"705","33014","Westgate Fire Department","Fayette","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"TRUE",50681,50681,NA,NA,20
"706","85005","Westory Fire Agency-Gilbert Station","Story","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,"FALSE",50105,50105,NA,NA,20
"707","83011","Westphalia Volunteer Fire Department","Shelby","Volunteer","Local (includes career, combination, and volunteer)",1,0,22,0,0,0,"TRUE",51578,51578,41.718828,-95.392922,22
"708","24013","Westside Fire Department","Crawford","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,NA,51467,514670305,42.074888,-95.099329,24
"709","56012","Wever Fire and Rescue","Lee","Volunteer","Local (includes career, combination, and volunteer)",1,0,24,0,0,0,NA,52658,52658,40.707703,-91.233311,24
"710","54016","What Cheer Fire Department","Keokuk","Volunteer","Local (includes career, combination, and volunteer)",1,0,13,0,0,0,NA,50268,502680409,41.398958,-92.354653,13
"711","23014","Wheatland Volunteer Fire Department","Clinton","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,0,NA,52777,52777,41.830716,-90.838412,19
"712","67010","Whiting Fire Department","Monona","Volunteer","Local (includes career, combination, and volunteer)",1,0,20,0,0,0,NA,51063,51063,42.127485,-96.153283,20
"713","55012","Whittemore Fire Department","Kossuth","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,26,0,1,"TRUE",50598,50598,43.064727,-94.422269,26
"714","42012","Whitten Fire Department","Hardin","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,0,NA,50269,50269,42.260645,-93.005157,15
"715","40009","Williams Fire Department","Hamilton","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,18,0,0,NA,50271,50271,42.48709,-93.545393,36
"716","48011","Williamsburg Fire Department","Iowa","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,"FALSE",52361,52361,NA,NA,30
"717","59005","Williamson Volunteer Fire Department","Lucas","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,50272,50272,41.089181,-93.258827,18
"718","70010","Wilton Fire Department","Muscatine","Volunteer","Local (includes career, combination, and volunteer)",1,0,26,0,0,5,"TRUE",52778,52778,41.589836,-91.013092,26
"719","77020","Windsor Heights Fire Department","Polk","Mostly volunteer","Local (includes career, combination, and volunteer)",1,7,0,26,0,0,"FALSE",50324,503241703,41.599151,-93.708606,33
"720","44010","Winfield Fire & Rescue","Henry","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,52659,52659,41.129726,-91.438915,30
"721","61008","Winterset Fire Department","Madison","Volunteer","Local (includes career, combination, and volunteer)",1,0,19,0,0,0,NA,50273,502731534,41.335454,-94.013212,19
"722","10012","Winthrop Fire Department","Buchanan","Volunteer","Local (includes career, combination, and volunteer)",1,0,0,16,0,0,NA,50682,50682,42.472868,-91.735066,16
"723","15008","Wiota Volunteer Fire Department","Cass","Volunteer","Local (includes career, combination, and volunteer)",1,0,30,0,0,0,NA,50274,502741103,41.400802,-94.886985,30
"724","41008","Woden Fire Department","Hancock","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,NA,50484,50484,43.227456,-92.774219,18
"725","43010","Woodbine Fire & Rescue","Harrison","Volunteer","Local (includes career, combination, and volunteer)",1,0,23,0,0,7,NA,51579,51579,41.743672,-95.700062,23
"726","99008","Woolstock Community Fire Department","Wright","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,50599,50599,42.56645,-93.844105,25
"727","31022","Worthington Community Fire Department","Dubuque","Volunteer","Local (includes career, combination, and volunteer)",1,0,25,0,0,0,NA,52078,52078,42.396925,-91.120454,25
"728","53010","Wyoming Volunteer Fire Company, Inc.","Jones","Volunteer","Contract fire department",1,0,25,0,0,0,"TRUE",52362,52362,42.058873,-90.999396,25
"729","39009","Yale Community Fire Department","Guthrie","Volunteer","Local (includes career, combination, and volunteer)",1,0,15,0,0,1,"FALSE",50277,502770097,41.778101,-94.354827,15
"730","29006","Yarmouth Fire Department","Des Moines","Volunteer","Local (includes career, combination, and volunteer)",1,0,6,0,0,0,"FALSE",52660,52660,41.026479,-91.322419,6
"731","73012","Yorktown Fire Department","Page","Volunteer","Local (includes career, combination, and volunteer)",1,0,13,0,0,4,NA,51656,516560184,NA,NA,13
"732","85014","Zearing Fire Department","Story","Volunteer","Local (includes career, combination, and volunteer)",1,0,18,0,0,0,"FALSE",50278,502780027,NA,NA,18
