Name,Classification,Status,PhysicalStreetAddress,PhysicalUnitAddress,PhysicalAddressCity,PhysicalAddressZipCode
LA TROPICANA MEXICAN FOOD MARKET,Full Service:Restaurant with Liqour Deli:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store,Active,2743 86TH ST ,,URBANDALE,50322
HY-VEE #5,Full Service:Restaurant with Liqour Discount Grocery,Active,3235 OAKLAND RD ,,CEDAR RAPIDS,52402
LA CARRETA ROSA,Full Service:Restaurant with Liqour Discount Grocery,Active,620 S Main ST ,,Council Bluffs,51503
HY VEE FAST AND FRESH EXPRESS,Full Service:Restaurant with Liqour Fast Food:Restaurant with Liquor ,Active,3470 MIDDLE  RD ,,Bettendorf,52722
HY-VEE NORTH DODGE,Full Service:Restaurant with Liqour Fast Food:Restaurant without liquor Seafood:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store Meat:Superma,Active,1125 N DODGE ST ,,Iowa City,52245
CASEY'S GENERAL STORE #3852,Full Service:Restaurant with Liqour Full Service:Catering,Active,102 W Taylor  ST ,,CRESTON,50801
KIM BUCK'S CUISINE,Full Service:Restaurant with Liqour Full Service:Catering,Active,1021 BROADWAY ST ,,Emmetsburg,50536
COURTYARD BY MARRIOTT DES MOINES WEST/JORDAN CREEK,Full Service:Restaurant with Liqour Hotel / Motel,Active,410 S 68TH ST ,,WEST DES MOINES,50266
HILTON DES MOINES DOWNTOWN,Full Service:Restaurant with Liqour Hotel / Motel,Active,435 Park ST ,,Des Moines,50309
BUTCHER'S STEAKHOUSE ,Full Service:Restaurant with Liqour Meat:Stand alone,Active,1451 N FEDERAL AVE ,,MASON CITY,50401
LA FRONTERA TIENDA,Full Service:Restaurant with Liqour Meat:Supermarket/Grocery Store ,Active,200 1st ST NW ,,Hampton,50441
HY-VEE FOOD STORE,Full Service:Restaurant with Liqour Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store,Active,118 9TH ST ,,PELLA,50219
HY-VEE - ALTOONA,Full Service:Restaurant with Liqour Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store Fast Food,Active,108 8TH ST SW ,,ALTOONA,50009
HARD ROCK HOTEL & CASINO SIOUX CITY,Full Service:Restaurant with Liqour Mobile Food Unit:Concession Truck/Trailer Hotel / Motel,Active,111 3rd ST ,,Sioux City,51101
TASSEL RIDGE WINERY,Full Service:Restaurant with Liqour Other,Active,1681 220TH ST ,,LEIGHTON,50143
HAMPTON DOLLAR FRESH,Full Service:Restaurant with Liqour Produce:Supermarket/Grocery Store,Active,808 4TH ST SE ,,HAMPTON,50441
HY-VEE - JOHNSTON,Full Service:Restaurant with Liqour Produce:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Deli:Supermarket,Active,5750 MERLE HAY RD ,PO BOX 9 ,JOHNSTON,50131
K & B EMPORIUM/ANNA'S,Full Service:Restaurant with Liqour Variety Store,Active,8 N 4th ST ,,Clear Lake,50428
BLOCK 10,Full Service:Restaurant without liquor,Active,309 Gilman ST ,,Sheffield,50475
BROWNIE'S BAIT-BREAKFAST-BEER,Full Service:Restaurant without liquor,Active,11377 S70 ,,Melrose,52569
CUTTY'S RESORT,Full Service:Restaurant without liquor,Active,1528 HWY 86 ,,SPIRIT LAKE,51360
EL PAISANO ,Full Service:Restaurant without liquor,Active,1543 CENTRAL AVE ,,DUBUQUE,52001
"FARMER'S DAUGHTER'S MARKET, INC.",Full Service:Restaurant without liquor,Active,495 MILLER RD ,,HIAWATHA,52233
"FIFTH STREET KOFFEE HAUS, LLC",Full Service:Restaurant without liquor,Active,102 E 5TH ST ,,VINTON,52349
"GATHERING PLACE ON MAIN, THE ",Full Service:Restaurant without liquor,Active,109 E MAIN  ST ,,New Hampton,50659
"JAVA HOUSE, THE",Full Service:Restaurant without liquor,Active,169 NEWTON RD ,,Iowa City,52242
LA REYNA-NEW BO,Full Service:Restaurant without liquor,Active,1100 3RD ST SE ,,CEDAR RAPIDS,52401
LEAF KITCHEN,Full Service:Restaurant without liquor,Active,301 1/2 KIRKWOOD AVE ,,IOWA CITY,52240
MANTRA INDIAN RESTAURANT,Full Service:Restaurant without liquor,Active,220 N HARRISON ST ,,DAVENPORT,52801
OASIS FALAFEL,Full Service:Restaurant without liquor,Active,206 N LINN ST ,,Iowa City,52245
PAPA MURPHY'S ,Full Service:Restaurant without liquor,Active,560 BOYSON RD NE ,STE D ,CEDAR RAPIDS,52402
PAPA MURPHY'S,Full Service:Restaurant without liquor,Active,2240 7TH AVE ,,MARION,52302
PERKINS FAMILY RESTAURANT ,Full Service:Restaurant without liquor,Active,8601 HICKMAN RD ,,URBANDALE,50322
PERKINS FAMILY RESTAURANT #1028,Full Service:Restaurant without liquor,Active,2000 MC KINLEY ,,DES MOINES,50315
PERKINS FAMILY RESTAURANT #1033,Full Service:Restaurant without liquor,Active,2425 E EUCLID ,,DES MOINES,50317
PERKINS FAMILY RESTAURANT #1057,Full Service:Restaurant without liquor,Active,4601 MERLE HAY RD ,,URBANDALE,50322
PERKINS RESTAURANT,Full Service:Restaurant without liquor,Active,714 SE ORALABOR RD ,,ANKENY,50021
PERKINS RESTAURANT & BAKERY,Full Service:Restaurant without liquor,Active,2621 ADVENTURELAND DR ,,ALTOONA,50009
PERKINS RESTAURANT & BAKERY ,Full Service:Restaurant without liquor,Active,3300 AGENCY RD ,,BURLINGTON,52601
PERKINS RESTAURANT & BAKERY #1043,Full Service:Restaurant without liquor,Active,3102 S CENTER ST ,,MARSHALLTOWN,50158
PERKINS RESTAURANT & BAKERY #1096,Full Service:Restaurant without liquor,Active,1505 W 19TH ST S ,,NEWTON,50208
QC DINER,Full Service:Restaurant without liquor,Active,1717 W 3RD  ST ,,Davenport,52802
SHELLY'S SWEETS,Full Service:Restaurant without liquor,Active,211  FIRST  ST ,,Newhall,52315
SIDECAR COFFEE,Full Service:Restaurant without liquor,Active,325 COMMERCIAL ST ,STE D ,Waterloo,50701
SIMPSON COLLEGE - KENT HALL,Full Service:Restaurant without liquor,Active,701 N C ST ,,INDIANOLA,50125
SIMPSON COLLEGE - PFEIFFER HALL,Full Service:Restaurant without liquor,Active,701 N C  ST ,,INDIANOLA,50125
VILLAGE INN,Full Service:Restaurant without liquor,Active,524 LINCOLN WAY ,,AMES,50010
VILLAGE INN,Full Service:Restaurant without liquor,Active,2002 N 15TH ST ,,FORT DODGE,50501
VILLAGE INN #110156,Full Service:Restaurant without liquor,Active,9 STURGIS CORNER DR ,,IOWA CITY,52246
VILLAGE INN 110042,Full Service:Restaurant without liquor,Active,1919 HARRISON ST ,,Davenport,52803
VILLAGE INN 110775,Full Service:Restaurant without liquor,Active,5239 ELMORE AVE ,,Davenport,52807
ZEB'S SMOKEHOUSE,Full Service:Restaurant without liquor,Active,406 MADISON ,,BEDFORD,50833
DELI ARTS & LETTERS @ THE LANDING MARKET,Full Service:Restaurant without liquor Bakery,Active,211 College DR ,,Decorah,52101
PERKINS RESTAURANT & BAKERY #1233,Full Service:Restaurant without liquor Bakery,Active,1224 JORDAN CREEK PKWY ,,WEST DES MOINES,50266
BAKERS SQUARE #220725,Full Service:Restaurant without liquor Bakery:Stand Alone,Active,1310 NW 114TH ST ,,CLIVE,50325
GOODIE GIRLS GOODIES,Full Service:Restaurant without liquor Bakery:Stand Alone,Active,319 W 4TH ST ,,SAINT ANSGAR,50472
PERKINS RESTAURANT & BAKERY #1014,Full Service:Restaurant without liquor Bakery:Stand Alone,Active,819 1ST AVE ,,Coralville,52241
VILLAGE INN #110075,Full Service:Restaurant without liquor Bakery:Stand Alone,Active,2935 W BROADWAY ,,COUNCIL BLUFFS,51501
VILLAGE INN #110786,Full Service:Restaurant without liquor Bakery:Stand Alone,Active,1906 RUE ST ,,COUNCIL BLUFFS,51503
HY-VEE,Full Service:Restaurant without liquor Bakery:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Seafood:Supermar,Active,609 N 18TH  ST ,,CENTERVILLE,52544
KUM & GO STORE #1056,Full Service:Restaurant without liquor Convenience Store,Active,101 92 HWY ,,Bevington,50033
WASPY'S ,Full Service:Restaurant without liquor Convenience Store,Active,703 S Rye AVE ,,Templeton,51463
AINSWORTH FOUR CORNERS,Full Service:Restaurant without liquor Convenience Store (FE),Active,3112 HWY 92 ,,AINSWORTH,52201
CASEY'S GENERAL STORE #67,Full Service:Restaurant without liquor Convenience Store (FE),Active,911 1ST ST ,,SUMNER,50674
CASEY'S GENERAL STORES #1649,Full Service:Restaurant without liquor Convenience Store (FE),Active,1312 BREMER ,,WAVERLY,50677
CUTTY'S DES MOINES CAMPING CLUB,Full Service:Restaurant without liquor Convenience Store (FE),Active,2500 SE 37TH ST ,UNIT A ,GRIMES,50111
DUDLEY'S CORNER INC.,Full Service:Restaurant without liquor Convenience Store (FE),Active,648 HIGHWAY 3 ,,LATIMER,50452
LAST CHANCE,Full Service:Restaurant without liquor Convenience Store (FE),Active,114 S PRAIRIE ST ,,RUSSELL,50238
MID-MART  INC,Full Service:Restaurant without liquor Convenience Store (FE),Active,22755 Rt 52 N ,,HOLY CROSS,52053
WEATHERED GOOSE AND MARKET,Full Service:Restaurant without liquor Convenience Store (FE),Active,113 E MAIN ,,KLEMME,50449
TABOOLEH GROCERY,Full Service:Restaurant without liquor Deli:Supermarket/Grocery Store,Active,210 2ND ST ,,Coralville,52241
ABARROTES AGUILAR,Full Service:Restaurant without liquor Deli:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store Discount Grocery:General Produce:Supermarket/Grocery Store,Active,1001 COURT ST ,,Sioux City,51105
WEST LIBERTY FOODS ,Full Service:Restaurant without liquor Discount Grocery,Active,105 3RD ST E ,,WEST LIBERTY,52776
ABARROTES LA SALUD,Full Service:Restaurant without liquor Discount Grocery Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store,Active,17 N 1ST ST ,,MARSHALLTOWN,50158
T & L MARKET & DELI,Full Service:Restaurant without liquor Discount Grocery:General,Active,101 S MAIN ,,MOULTON,52572
R 80,Full Service:Restaurant without liquor Fast Food:Restaurant without liquor Convenience Store,Active,2 Maple ST ,,Kensett,50448
JET'S MEATS & CAFE,Full Service:Restaurant without liquor Meat:Stand Alone,Active,927 W MAIN ,,WAUKON,52172
TIENDA Y CARNICERIA LA MORENITA,Full Service:Restaurant without liquor Meat:Supermarket/Grocery Store ,Active,205 11TH ST ,,SPENCER,51301
HYVEE 4,Full Service:Restaurant without liquor Meat:Supermarket/Grocery Store  Bakery:Stand Alone Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Seafood:Supermarket/Grocery St,Active,4064 E 53rd ST ,,Davenport,52807
HY-VEE FOOD STORE,Full Service:Restaurant without liquor Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store,Active,2606 AVENUE L ,,Fort Madison,52627
HY-VEE FOOD STORE,Full Service:Restaurant without liquor Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store,Active,3111 MAIN ST ,,Keokuk,52632
BROOKLYN GROCERY,Full Service:Restaurant without liquor Meat:Supermarket/Grocery Store  Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,122 E Front ST ,,Brooklyn,52211
SMALL'S FRUIT FARM,Full Service:Restaurant without liquor Produce,Active,1844 194TH ST ,,MONDAMIN,51557
HY-VEE FOOD STORE,Full Service:Restaurant without liquor Produce:Supermarket/Grocery Store Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store Discount Grocery,Active,510 W MCLANE ,,OSCEOLA,50213
LA MIE BAKERY,Full Service:Restaurant without liquor Temporary Food Bakery:Stand Alone,Active,841 42ND ST ,,DES MOINES,50312
OLD SQUARE COUNTRY STORE,Full Service:Restaurant without liquor Variety Store,Active,100 W Pleasant Street ,,Cincinnati,52549
THE RED SHED,Full Service:Restaurant without liquor Variety Store,Active,21021 Jewel Ave ,,Bloomfield,52537
SEALED WITH A K CONFECTIONS,Home Bakery,Active,2212 Ashwood DR ,,Carroll,51401
BEST WESTERN PLUS & EXECUTIVE RESIDENCY OF WATERLOO & CEDAR FALLS,Hotel / Motel,Active,205 W 4TH ST ,,Waterloo,50701
HILTON GARDEN INN @ HORSESHOE CASINO,Hotel / Motel,Active,2702 Mid America DR ,,Council Bluffs,51501
MARK'S SUPERMARKET,Hotel / Motel,Active,321 12th ST ,,Des Moines,50319
MY PLACE  HOTEL,Hotel / Motel Convenience Store (FE),Active,2281 S 35th ST ,,Council Bluffs,51501
HOTEL MILLWRIGHT / INDIGO ROOM,Hotel / Motel Full Service:Catering Full Service:Restaurant with Liqour,Active,800 48th AVE ,,Amana,52203
CANDLEWOOD SUITES,Hotel / Motel Hotel Continental Breakfast,Active,4720 SOUTHERN HILLS DR ,,Sioux City,51106
DAYS INN OF MASON CITY,Hotel / Motel Hotel Continental Breakfast,Active,2301 4TH ST SW ,,MASON CITY,50401
COBBLESTONE INN & SUITES,Hotel / Motel Hotel Continental Breakfast Convenience Store (FE),Active,208 E BREMER AVE ,,Waverly,50677
HOMEWOOD SUITES BY HILTON CORALVILLE- IRL,Hotel / Motel Hotel Continental Breakfast Convenience Store (FE),Active,921 E 2ND AVE ,,CORALVILLE,52241
QUALITY INN & SUITES,Hotel Continental Breakfast,Active,2056 LAPORTE RD ,,WATERLOO,50702
URBANA INN & SUITES,Hotel Continental Breakfast,Active,5369 HUTTON DR ,,URBANA,52345
COURTYARD BY MARRIOTT,Hotel Continental Breakfast Convenience Store (FE),Active,1520 NW 114TH ST ,,CLIVE,50325
FAIRFIELD INN & SUITES,Hotel Continental Breakfast Convenience Store (FE) Hotel / Motel,Active,2134 LaPorte RD ,,Waterloo,50702
MAINSTAY SUITES,Hotel Continental Breakfast Convenience Store (FE) Hotel / Motel,Active,2491 HOLIDAY RD ,,Coralville,52241
TOWNEPLACE SUITES,Hotel Continental Breakfast Convenience Store Hotel / Motel,Active,8800 NORTHPARK DR ,,JOHNSTON,50131
COUNTRY INN & SUITES,Hotel Continental Breakfast Hotel / Motel,Active,2210 ABBOTT DR ,,CARTER LAKE,51510
HAMPTON INN-UNIVERSITY,Hotel Continental Breakfast Hotel / Motel,Active,4 STURGIS CORNER DR ,,IOWA CITY,52246
RESIDENCE INN BY MARRIOTT,Hotel Continental Breakfast Hotel / Motel,Active,2681 JAMES ST ,,CORALVILLE,52241
HAMPTON INN OF WATERLOO,Hotel Continental Breakfast Hotel / Motel Convenience Store (FE),Active,2034 LAPORTE RD ,,WATERLOO,50702
GOLICKS MARKET ,Meat,Active,1141 E HIGH ST ,,DAVENPORT,52803
MEATHEADS MEAT MARKET,Meat,Active,2503 53RD  ST ,,Bettendorf,52722
AL-SALAM INTERNATIONAL FOODS LLC,Meat Convenience Store (FE),Active,787 MORMON TREK BLVD ,,Iowa City,52246
PINE RIDGE MEAT MARKET,Meat Convenience Store (FE),Active,5564 SHARON CENTER RD SW ,,Kalona,52247
HOME TOWN MARKET,Meat Convenience Store (FE) Fast Food:Restaurant without liquor Deli:Supermarket/Grocery Store,Active,100 N IRONS ST ,,KESWICK,50136
ASIAN MARKET,Meat Seafood Produce Convenience Store (FE),Active,624 S GILBERT ST ,,IOWA CITY,52240
DEERFIELD LOCKER,Meat:Meat Locker ,Active,1270 115th ST ,,Alta Vista,50603
"IOWA MEAT COMPANY, INC. DBA STATE CENTER LOCKER",Meat:Meat Locker ,Active,106 1ST AVE S ,,STATE CENTER,50247
ORLY'S MEAT MARKET & LOCKER,Meat:Meat Locker ,Active,105 N MAIN ST ,,Clarksville,50619
"RUBE'S II, INC.",Meat:Meat Locker ,Active,200 ELM ST ,,MONTOUR,50173
SKOGLUND MEATS & LOCKER,Meat:Meat Locker ,Active,14 2ND AVE ,,WEST BEND,50597
YETTER LOCKER,Meat:Meat Locker ,Active,101 SUMMIT AVE ,,Yetter,51433
FORBES MEAT,Meat:Meat Locker  Deli:Supermarket/Grocery Store Convenience Store (FE) Fast Food:Convenience Store (RS),Active,117 MAIN ST ,,HARRIS,51345
AL'S COUNTRY MEAT LOCKER,Meat:Meat Locker  Fast Food:Catering,Active,2420 200TH ST ,,CALMAR,52132
SULLY LOCKER & MARKET,Meat:Meat Locker  Meat:Supermarket/Grocery Store ,Active,11892 Highway F62 E ,,Sully,50251
BEELER'S PURE PORK,Meat:Stand alone,Active,1555 21ST ST SW ,,Le Mars,51031
DRALLES DEPT STORE,Meat:Stand alone,Active,122 E TRAER ,,GREENE,50636
HAWKEYE BUFFALO RANCH,Meat:Stand Alone,Active,3034 PEMBROKE AVE ,,FREDERICKSBURG,50630
MEAT AT MARKET,Meat:Stand alone,Active,122 W 13th ST ,,Dubuque,52001
O'CONNELL ORGANIC ACRES,Meat:Stand Alone,Active,20595 ASBURY RD ,,DURANGO,52039
"PINE GROVE FAMILY FARMS, LLC",Meat:Stand alone,Active,6002 ELDORA RD ,,Waterloo,50701
PRAIRIE MEATS,Meat:Stand Alone,Active,771 CEDAR MUSCATINE RD ,,WEST LIBERTY,52776
PURPLE RIBBON GENERAL STORE,Meat:Stand Alone,Active,1119 Central AVE E ,,Clarion,50525
QUARRY CREEK ELK & BISON COMPANY,Meat:Stand alone,Active,1866 303RD AVE ,,Fort Madison,52627
RUSTIC CUTS,Meat:Stand Alone,Active,501 VETERANS MEMORIAL HWY ,,COUNCIL BLUFFS,51501
SANTOS MEAT MARKET,Meat:Stand Alone,Active,216 GREEN ST ,STE 3 ,MUSCATINE,52761
SUNSET VIEW,Meat:Stand alone,Active,1206 23RD ST ,,Harlan,51537
WANDERS FARMS,Meat:Stand Alone,Active,1510 260th ST ,,Oskaloosa,52577
WEISSHAAR FAMILY FARM,Meat:Stand alone,Active,1696 HWY 25 ,,CRESTON,50801
ESTHER & COMPANY,Meat:Stand Alone Bakery:Stand Alone Fast Food:Restaurant without liquor,Active,122 N 2ND AVE W ,,NEWTON,50208
CARNICERIA NAYARIT,Meat:Stand alone Convenience Store (FE),Active,602 CENTRAL AVE ,,Estherville,51334
"BUTCHER SHOP, THE",Meat:Stand alone Deli:Stand alone,Active,99 W SEVENTH ST ,,SIOUX CITY,51103
ULRICH MEAT MARKET,Meat:Stand Alone Deli:Stand alone Fast Food:Restaurant without liquor Discount Grocery,Active,715 FRANKLIN ,,PELLA,50219
LOUIE'S CUSTOM MEATS,Meat:Stand alone Deli:Stand alone Seafood:Stand alone Full Service:Catering,Active,810 Highway 18 W ,,Clear Lake,50428
RUTHVEN MEAT PROCESSING,Meat:Stand alone Discount Grocery:General,Active,1608 HILL AVE ,,Spirit Lake,51360
TIMBER RIDGE BISON,Meat:Stand alone Farmer's Market,Active,1350 250TH ST ,,Waverly,50677
HASTINGS MEAT PROCESSING,Meat:Stand alone Full Service:Catering Deli:Stand alone,Active,701 S EAST ST ,,BLOOMFIELD,52537
BORDENARO'S MEAT MARKET,Meat:Stand Alone Full Service:Restaurant with Liqour,Active,516 N Adams ST ,STE 135 ,Carroll,51401
EL PARIENTE,Meat:Stand Alone Full Service:Restaurant without liquor,Active,140 W Greene ST ,,Postville,52162
BOSNA GROCERY ,Meat:Supermarket/Grocery Store ,Active,3009 Merle Hay Rd. ,STE 4 ,Des Moines,50310
FAREWAY STORE #189,Meat:Supermarket/Grocery Store ,Active,3720 Lincoln WAY ,,Ames,50014
HILAL GROCERIES,Meat:Supermarket/Grocery Store ,Active,1163 25TH ST ,,DES MOINES,50311
IOWA CITY HALAL FOOD & GROCERY,Meat:Supermarket/Grocery Store ,Active,1806 BOYRUM ST ,,Iowa City,52240
JOHNNIES MARKET INC,Meat:Supermarket/Grocery Store ,Active,1302 WASHINGTON ST ,,DAVENPORT,52804
"LA REGIA GROCERY, LLC.",Meat:Supermarket/Grocery Store ,Active,438 HIGHWAY 1 W ,,Iowa City,52240
LAKE CITY FOOD CENTER,Meat:Supermarket/Grocery Store ,Active,820 E MAIN ,,LAKE CITY,51449
ROSMANN FAMILY FARMS,Meat:Supermarket/Grocery Store ,Active,1222 IRONWOOD RD ,,HARLAN,51537
WORLD FOOD MARKET,Meat:Supermarket/Grocery Store ,Active,1705 S 1ST AVE ,STE A ,Iowa City,52240
WALMART #1005,Meat:Supermarket/Grocery Store  Bakery:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Discount Grocery:General,Active,2700 4TH ST SW ,,WAVERLY,50677
WALMART  #753,Meat:Supermarket/Grocery Store  Bakery:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Discount Grocery:General,Active,525 BRANDILYNN BLVD ,,CEDAR FALLS,50613
HY-VEE FOOD DRUGSTORE #3,Meat:Supermarket/Grocery Store  Bakery:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Full Service:Restaurant with Liqour Discount Grocery:Ge,Active,1422 FLAMMANG DR ,,WATERLOO,50702
FAREWAY STORE #014,Meat:Supermarket/Grocery Store  Bakery:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Discount Grocery,Active,700 1ST ST ,,SERGEANT BLUFF,51054
HY-VEE FOOD STORE,Meat:Supermarket/Grocery Store  Bakery:Supermarket/Grocery Store Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store Full Service:Restaura,Active,301 HIGHWAY 34 W ,,ALBIA,52531
DOW COMMUNITY GROCERY,Meat:Supermarket/Grocery Store  Deli Discount Grocery,Active,105 E ELLSWORTH ,,DOWS,50071
HAROLDS JACK & JILL,Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store,Active,6723 NORTHWEST BLVD ,,DAVENPORT,52806
PAMMEL GROCERY,Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store,Active,113 COLORADO AVE ,STE 133 ,AMES,50014
STRAWBERRY FOODS & DELI,Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store Discount Grocery,Active,128 W Mission  ST ,PO BOX 416 ,STRAWBERRY POINT,52076
EAST MARKET GROCERY,Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Bakery:Supermarket/Grocery Store Fast Food:Restaurant without liquor Discount Grocery,Active,114 E MARKET ,,NEW SHARON,50207
JOHN'S GROCERY,Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Convenience Store (FE),Active,401 E MARKET ST ,,IOWA CITY,52245
FAREWAY STORE #009,Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Convenience Store (FE) Produce:Supermarket/Grocery Store,Active,920 LAWRENCE DR ,,BURLINGTON,52601
FAREWAY STORE #479,Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Discount Grocery,Active,"1400 3RD AVENUE, S.E. ",,INDEPENDENCE,50644
FAREWAY STORE #790,Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Discount Grocery,Active,1910 23RD ST ,,HARLAN,51537
FAREWAY STORE #147,Meat:Supermarket/Grocery Store  Deli:Supermarket/Grocery Store Discount Grocery Produce:Supermarket/Grocery Store Seafood:Supermarket/Grocery Store,Active,1115 Bluestem  DR ,,Carlisle,50047
