Name,Classification,Status,PhysicalStreetAddress,PhysicalUnitAddress,PhysicalAddressCity,PhysicalAddressZipCode
CHOCOLATERIE STAM,Candy Store,Active,1551 VALLEY WEST DR ,STE 260 ,West Des Moines,50266
CHOCOLATERIE STAM,Candy Store,Active,230 MAIN ST ,,AMES,50010
CHOCOLATERIE STAM USA INC,Candy Store,Active,2814 INGERSOLL AVE ,,DES MOINES,50312
COCOA BELLISSIMO,Candy Store,Active,518 N 2ND ST ,,CHEROKEE,51012
CORN-FUSION,Candy Store,Active,4444 1ST AVE ,STE 95 ,CEDAR RAPIDS,52402
DUBUQUE ARBORETUM ASSOCIATION,Candy Store,Active,3800 ARBORETUM DR ,,DUBUQUE,52001
FAMILY VIDEO #268,Candy Store,Active,6905 C AVE NE ,,CEDAR RAPIDS,52402
FANNIE MAY,Candy Store,Active,2196 W KIMBERLY  RD ,,Davenport,52806
GATE CITY SEED CO,Candy Store,Active,824-826 MAIN ,,Keokuk,52632
GRANDMA'S GOODY JAR,Candy Store,Active,401 N 2ND ST ,,Clinton,52732
HERE'S WHAT'S POPPIN',Candy Store,Active,220 MAIN ST ,,CEDAR FALLS,50613
"HILL ""N"" COUNTRY CANDIES",Candy Store,Active,1190 SHERMAN RIDGE RD ,,WAUKON,52172
KERNEL CODY'S POPCORN SHOPPE ,Candy Store,Active,125 N CODY RD PO ,222,LE CLAIRE,52753
LOLLI & POPS,Candy Store,Active,101 Jordan Creek PKWY ,STE 11048 ,West Des Moines,50266
LORI ANN'S CANDIES,Candy Store,Active,1100 3rd ST SE ,,Cedar Rapids,52401
MAXWELL MARKET,Candy Store,Active,2778 FRANKLIN AVE ,,MOUNT PLEASANT,52641
NAN'S NUMMIES,Candy Store,Active,501 ELM ,,WEST DES MOINES,50265
NUT'N BETTER PECANS,Candy Store,Active,6611 UNIVERSITY ,,Windsor Heights,50324
PALMERS OLD TYME CANDY SHOPPE,Candy Store,Active,405 WESLEY PKWY ,,SIOUX CITY,51103
ROCKY MOUNTAIN CHOCOLATE FACTORY,Candy Store,Active,1991 O'Donnell RD ,STE 102A ,Williamsburg,52361
"SHAMELESS CHOCOHOLIC, THE",Candy Store,Active,101 S CODY RD ,,Le Claire,52753
SUGAR MAKERY,Candy Store,Active,204 SHARP ST ,,GLENWOOD,51534
SUGAR SHACK,Candy Store,Active,1939 W 4TH ST ,,Davenport,52802
SWEET PICK & MIX,Candy Store,Active,1451 CORAL RIDGE AVE KIOSK #5547 ,,Coralville,52241
TRIGGS BAY RESORT,Candy Store,Active,180 LINDEN DR ,,ARNOLDS PARK,51331
UNDER THE SUN,Candy Store,Active,733 Avenue G ,,Fort Madison,52627
UPTOWN CONFECTIONS & CURIOSITIES ,Candy Store,Active,519 SW 3RD  ST ,,Ankeny,50023
HERE'S WHAT'S POPPIN,Candy Store Fast Food:Restaurant without liquor,Active,206 E 4TH  ST ,,Waterloo,50703
WINAN'S CHOCOLATES & COFFEES,Candy Store Fast Food:Restaurant without liquor,Active,1348 5TH ST ,UNIT A ,Coralville,52241
DUTCHMAN'S STORE,Candy Store Fast Food:Snack Bar Discount Grocery:General Produce:Supermarket/Grocery Store Deli:Supermarket/Grocery Store,Active,103 DIVISION ST ,,CANTRIL,52542
DREW'S CANDY SHOP,Candy Store Full Service:Restaurant without liquor,Active,426 STATE ST ,,DEXTER,50070
PINTER'S GARDEN'S & PUMPKINS,Candy Store Full Service:Restaurant without liquor Bakery:Stand Alone,Active,2475 State Highway 9 ,,DECORAH,52101
HEART OF IOWA MARKET PLACE,Candy Store Variety Store,Active,211 5TH ST ,,WEST DES MOINES,50265
ACKLEY MUNICIPAL POOL,Concession Stand:Seasonal,Active,1221 PARK AVE ,,ACKLEY,50601
ALBERT CITY POOL,Concession Stand:Seasonal,Active,423 Maple ST ,,Albert City,50510
AVOCA MUNICIPAL SWIMMING POOL,Concession Stand:Seasonal,Active,800 High ST ,  ,Avoca,51521
CITY OF INWOOD SWIMMING POOL,Concession Stand:Seasonal,Active,105 S MAIN ST ,,Inwood,51240
CORRECTIONVILLE SWIMMING POOL,Concession Stand:Seasonal,Active,819 8TH ST ,,Correctionville,51016
ENCHANTED ACRES,Concession Stand:Seasonal,Active,1071 250TH ST ,,SHEFFIELD,50475
FRIENDS OF MAQUOKETA CAVES,Concession Stand:Seasonal,Active,10756 98th ST ,,Maquoketa,52060
HICKORY FARMS,Concession Stand:Seasonal,Active,101 JORDAN CREEK PKWY ,12082,WEST DES MOINES,50266
HICKORY FARMS #18320,Concession Stand:Seasonal,Active,1551 VALLEY WEST DR ,,WEST DES MOINES,50266
LANSING SWIMMING POOL,Concession Stand:Seasonal,Active,490 BENCH ST ,,LANSING,52151
MAPLETON POOL,Concession Stand:Seasonal,Active,609 SIOUX ST ,,Mapleton,51034
MT. VERNON SWIMMING POOL,Concession Stand:Seasonal,Active,919 2ND AVE N ,,MOUNT VERNON,52314
NEOLA INDOOR POOL,Concession Stand:Seasonal,Active,112 4TH ST ,,NEOLA,51559
ONAWA AQUATIC CENTER,Concession Stand:Seasonal,Active,200 12TH ST ,,ONAWA,51040
SIGOURNEY MUNICIPAL POOL,Concession Stand:Seasonal,Active,1018 W Spring ST ,,SIGOURNEY,52591
SOLSMA'S PUNKIN PATCH,Concession Stand:Seasonal,Active,6190 320TH ST ,,SANBORN,51248
TOWN & COUNTRY AQUA CLUB,Concession Stand:Seasonal,Active,15444 CHERRY HILL LN ,,COUNCIL BLUFFS,51503
APPLEBERRY ORCHARD,Concession Stand:Seasonal Bakery:Stand Alone Variety Store,Active,2469 HWY 2 ,,DONNELLSON,52625
"COMMUNITY ORCHARD, INC.",Concession Stand:Seasonal Fast Food:Restaurant without liquor Produce,Active,2237 160TH ST ,,FORT DODGE,50501
DREAMLAND THEATER,Concession Stand:Year Round,Active,107 BROADWAY ,,CARSON,51525
PAA LLC,Concession Stand:Year Round,Active,320 Hwy 30 SW ,,Mount Vernon,52314
YWCA - CLINTON,Concession Stand:Year Round,Active,317 7th AVE ,,Clinton,52732
60TH MARKET,Convenience Store,Active,5914 Ashworth RD ,,West Des Moines,50266
ATHERTON AUTOMOTIVE SERVICE,Convenience Store,Active,2900 W BROADWAY ,,COUNCIL BLUFFS,51501
BIG 10 MART,Convenience Store,Active,2100 JOHN F KENNEDY RD ,,DUBUQUE,52002
BIG 10 MART #25,Convenience Store,Active,121 S 14TH AVE ,,ELDRIDGE,52748
BIG 10 TOUCH FREE WASH,Convenience Store,Active,1875 JOHN F KENNEDY RD ,,DUBUQUE,52002
BRADY ST EXPRESS LANE,Convenience Store,Active,3622 BRADY ST ,,DAVENPORT,52806
BREWSKI'S BEVERAGE,Convenience Store,Active,726 CREEKTOP ,,Council Bluffs,51503
BW GAS & CONVENIENCE RETAIL STORE #10020,Convenience Store,Active,527 Park AVE ,,Story City,50248
CASEY'S GENERAL STORE #1534,Convenience Store,Active,100 N 5TH ST ,,GUTHRIE CENTER,50115
CASEY'S GENERAL STORE #2420,Convenience Store,Active,2699 ROCKDALE RD ,,DUBUQUE,52003
CASEY'S GENERAL STORE #2530,Convenience Store,Active,303 E HWY 7 ,,ALTA,51002
CASEY'S GENERAL STORE #3718,Convenience Store,Active,1175 NE 75th ST ,,Pleasant Hill,50327
CASEY'S GENERAL STORE #3746,Convenience Store,Active,1650 NE Beaverbrooke BLVD ,,Grimes,50111
CASEY'S GENERAL STORE #3782,Convenience Store,Active,1305 E SOUTH ST ,,MOUNT AYR,50854
CB QUICK STOP,Convenience Store,Active,3500 AVE A ,,COUNCIL BLUFFS,51501
COMPANY KITCHEN @ EDWARDS CHRYSLER,Convenience Store,Active,1010 34TH AVE ,,COUNCIL BLUFFS,51501
CVS PHARMACY #10452,Convenience Store,Active,2420 Lincoln WAY ,STE 104 ,Ames,50014
CVS PHARMACY #4816,Convenience Store,Active,545 W WASHINGTON ST ,,COUNCIL BLUFFS,51503
"DEPOT VAN HORNE, THE",Convenience Store,Active,101 1st AVE ,,Van Horne,52346
DOLLAR GENERAL RETAIL STORE #18911,Convenience Store,Active,304 SHERMAN AVE ,,ACKLEY,50601
DYNO'S # 26,Convenience Store,Active,14 E ELM ,,Pocahontas,50574
EXPRESS LANE ,Convenience Store,Active,2911 DEVILS GLEN RD ,,BETTENDORF,52722
EXPRESS LANE GAS & FOOD MART INC,Convenience Store,Active,1102 W FRONT ST ,,BUFFALO,52728
FAS MART #5147,Convenience Store,Active,1430 1ST AVE NE ,,CEDAR RAPIDS,52402
GM MINI MART ,Convenience Store,Active,2307 Lucas ST ,,Muscatine,52761
GRANDVIEW MART,Convenience Store,Active,714 Grandview AVE ,,Muscatine,52761
HARPER'S ONE STOP,Convenience Store,Active,125 JEFFERSON AVE ,307,HARPERS FERRY,52146
HOP-N-SHOP,Convenience Store,Active,716 S 4TH ST ,,CLINTON,52732
HY-VEE C-STORE #3,Convenience Store,Active,3215  SE 14th ST ,,Des Moines,50320
HY-VEE FAST & FRESH EXPRESS,Convenience Store,Active,819 2nd ST ,,Webster City,50595
HY-VEE GAS #5,Convenience Store,Active,1113 SE ARMY POST RD ,,DES MOINES,50315
INTERSTATE RV PARK CAMP ,Convenience Store,Active,8448 N FAIRMOUNT ST ,,DAVENPORT,52806
JILLS COUNTRY STORE,Convenience Store,Active,14583 S AVE ,,WOODWARD,50276
KIMMES ALTA COUNTRY STORE,Convenience Store,Active,101 W HIGHWAY ST ,,Alta,51002
KIMMES COON RAPIDS COUNTRY STORE #12,Convenience Store,Active,516 Highway 141 ,,Coon Rapids,50058
KIMMES COUNTRY STORE #9,Convenience Store,Active,730 HIGH ST ,,ROCKWELL CITY,50579
KIMMES WALL LAKE COUNTRY STORE,Convenience Store,Active,129 CENTER  ST ,,Wall Lake,51466
KUM & GO CONVENIENCE STORE #1436,Convenience Store,Active,416 Cedar ST ,,Muscatine,52761
KWIK SHOP 577,Convenience Store,Active,1732 MARQUETTE ST ,,DAVENPORT,52804
KWIK SHOP 589,Convenience Store,Active,1 GROVE RD ,,ELDRIDGE,52748
KWIK STAR #1064,Convenience Store,Active,3605 University DR ,,Muscatine,52761
KWIK STAR #920,Convenience Store,Active,150 E Highway 18 ,,GARNER,50438
KWIK STOP #94152,Convenience Store,Active,125 6th ST ,,Ames,50010
KWIK TRIP #1081,Convenience Store,Active,1101 MONTDOMERY  ST ,,Decorah,52101
"LAKESIDE MARINA, INC.",Convenience Store,Active,96 LAKESHORE DR ,,Lakeside,50588
LOVELY FOOD MART ,Convenience Store,Active,6630 Mills Civic  PKWY ,STE 3110 ,West Des Moines,50266
MARSHALL TOBACCO & VAPE OUTLET,Convenience Store,Active,19 W Main ST ,,Marshalltown,50158
NOMI PETRO MART,Convenience Store,Active,3607 9TH AVE ,,Council Bluffs,51501
OASIS,Convenience Store,Active,5120 NE 14TH ,,DES MOINES,50313
PULPIT ROCK CAMPGROUND,Convenience Store,Active,505 PULPIT ROCK RD ,,DECORAH,52101
QC MART ,Convenience Store,Active,2845 E 53RD ST ,,DAVENPORT,52807
QC MART,Convenience Store,Active,1313 E River DR ,,Davenport,52803
R 80 LLC,Convenience Store,Active,912 Central  AVE ,,Northwood,50459
ROYAL FOOD,Convenience Store,Active,1443 2nd AVE ,,Des Moines,50314
SA TOBACCO LIQUOR MART,Convenience Store,Active,320 N 4th ST ,,Clinton,52732
SHOP N SAVE #2,Convenience Store,Active,1372 E 14TH ST ,,DES MOINES,50316
SPARKY'S ONE STOP #6,Convenience Store,Active,410 W HWY 7 ,,NEWELL,50568
SPARKY'S ONE STOP - AUBURN,Convenience Store,Active,102 PINE ,,Auburn,51433
SPEEDEE MART 1512,Convenience Store,Active,3624 9TH AVE ,,COUNCIL BLUFFS,51501
SPOOK CAVE & CAMPGROUND,Convenience Store,Active,13299 SPOOK CAVE RD ,,MC GREGOR,52157
SUPER CONVENIENT STORE,Convenience Store,Active,2547 2nd  AVE ,,Council Bluffs,51501
"THEISEN'S, INC. OF DEWITT ",Convenience Store,Active,316 11TH ST ,,De Witt,52742
TOBACCO OUTLET PLUS #502,Convenience Store,Active,2312 State  ST ,,Bettendorf,52722
UNITED STOP & SHOP,Convenience Store,Active,810 HWY 175 ,,STRATFORD,50249
WALGREENS #05119,Convenience Store,Active,806 S 4TH ST ,,CLINTON,52732
WALGREENS #05144,Convenience Store,Active,1905 N 2ND ST ,,CLINTON,52732
WORLD LIQUOR & TOBACCO & VAPORS,Convenience Store,Active,606 N 15th ST ,,Fort Dodge,50501
141 ONE STOP ,Convenience Store (FE),Active,350 Hwy 141 ,,Charter Oak,51439
16TH AVE BP,Convenience Store (FE),Active,250 16th AVE SW ,,Cedar Rapids,52404
1ST AVE BP,Convenience Store (FE),Active,1581 1st AVE ,,Cedar Rapids,52402
1ST STOP BEVERAGE SHOP,Convenience Store (FE),Active,2839 E UNIVERSITY AVE ,,DES MOINES,50317
6 CORNERS GAS & GRUB/CARRIE'S CAFE,Convenience Store (FE),Active,300 EAST ST ,,Arlington,50606
7STAR LIQUOR & TOBACCO OUTLET,Convenience Store (FE),Active,502 E AVE NW ,,CEDAR RAPIDS,52405
"AFFLUENT CORP.,  DBA KING STAR",Convenience Store (FE),Active,2035 MITCHELL AVE ,,WATERLOO,50702
AJ'S GARAGE,Convenience Store (FE),Active,1206 E 2ND ,,MUSCATINE,52761
AL'S CORNER OIL,Convenience Store (FE),Active,12053 Highway 71 N ,,CARROLL,51401
ALBIA ROAD BP,Convenience Store (FE),Active,1340 ALBIA RD ,,Ottumwa,52501
ALDI INC. #56,Convenience Store (FE),Active,2750 HEARTLAND DR ,,Coralville,52241
ALDI INC. #67,Convenience Store (FE),Active,760 RUPPERT RD ,,IOWA CITY,52240
ALI'S LIQUOR STORE,Convenience Store (FE),Active,1117 E 4th  ST ,,Waterloo,50703
AMOCO WILLIAMSBURG FUEL MART,Convenience Store (FE),Active,2217 U AVE ,,Williamsburg,52361
APEX OIL,Convenience Store (FE),Active,1200 SE 30TH ST ,,DES MOINES,50317
AVENUE G STORE,Convenience Store (FE),Active,1602 AVE G ,,COUNCIL BLUFFS,51501
B & V AFRICAN FOOD MARKET,Convenience Store (FE),Active,3529 E 26th ST ,,Des Moines,50317
B P ON 1ST,Convenience Store (FE),Active,2824 1ST AVE NE ,,CEDAR RAPIDS,52402
B&C LIQUORS ,Convenience Store (FE),Active,509 PLATT ,,MAQUOKETA,52060
"BAMBOO RIDGE CAMPGROUND, INC.",Convenience Store (FE),Active,4550 HESS RD ,,WATERLOO,50701
BARRY'S MINI MART,Convenience Store (FE),Active,403 W CHESTNUT ST ,,HARPERS FERRY,52146
BEECHER LIQUOR,Convenience Store (FE),Active,1691 Asbury RD ,,Dubuque,52001
BEELINE PROPERTIES LLC /DBA BEELINE MART #101532,Convenience Store (FE),Active,1532 OSBORNE ,,Burlington,52601
BEST FOOD MART INC,Convenience Store (FE),Active,4028 14TH ST ,,DES MOINES,50313
BEST TRIP,Convenience Store (FE),Active,1516 SE 1ST ST ,,DES MOINES,50315
BIG 10 MART,Convenience Store (FE),Active,1225 BOYSON RD ,,HIAWATHA,52233
BIG 10 MART #18,Convenience Store (FE),Active,5310 CORPORATE PARK DR ,,DAVENPORT,52807
BIG 10 MART #24,Convenience Store (FE),Active,5310 N BRADY ST ,,DAVENPORT,52806
BIG 10 MART #27,Convenience Store (FE),Active,450 LE CLAIRE RD ,,ELDRIDGE,52748
BIG 10 MART #29,Convenience Store (FE),Active,21010 N BRADY ST ,,Davenport,52806
BIG 10 MART #62,Convenience Store (FE),Active,999 MIDDLE RD ,,BETTENDORF,52722
BIG 10 MART #69,Convenience Store (FE),Active,2480 E 53RD ST ,,BETTENDORF,52722
BIG DISCOUNT LIQUOR,Convenience Store (FE),Active,5427 CENTER POINT RD NE ,,CEDAR RAPIDS,52402
BLAIRSTOWN QUICK STOP,Convenience Store (FE),Active,321 LOCUST ST NW ,,BLAIRSTOWN,52209
BLAKESBURG OIL CO,Convenience Store (FE),Active,"P.O. BOX 248, STATE & MAIN STREETS ",,Blakesburg,52536
BLUFF HARBOR MARINA INC.,Convenience Store (FE),Active,800 N FRONT ST ,,BURLINGTON,52601
BP FUEL,Convenience Store (FE),Active,1450 LORAS BLVD ,,DUBUQUE,52001
BRADY MART FOOD & LIQUOR ,Convenience Store (FE),Active,3107 BRADY ST ,,DAVENPORT,52803
BRADY OIL LLC  ,Convenience Store (FE),Active,3205 N BRADY ST ,,DAVENPORT,52803
BRIGHTON AMOCO FOOD SHOP,Convenience Store (FE),Active,209 N VAN BUREN ,,BRIGHTON,52540
BS GENERAL STORE,Convenience Store (FE),Active,2919 HWY 67 ,,CAMANCHE,52730
BUCK CREEK CONVIENENCE STORE,Convenience Store (FE),Active,21646 MARINA PL ,,MORAVIA,52571
BURLINGTON TRAILWAYS,Convenience Store (FE),Active,906 BROADWAY ,,WEST BURLINGTON,52655
C-MART,Convenience Store (FE),Active,136 1ST ST ,,WEST DES MOINES,50265
CASEY'S GENERAL STORE #1126,Convenience Store (FE),Active,204 MAIN ST ,  ,WYOMING,52362
CASEY'S GENERAL STORE #1167,Convenience Store (FE),Active,714 MAIN ST ,,HOLSTEIN,51025
CASEY'S GENERAL STORE #1729,Convenience Store (FE),Active,400 PARRIOTT STREET ,,APLINGTON,50604
CASEY'S GENERAL STORE #1889,Convenience Store (FE),Active,627 S MAIN ST ,,MONTICELLO,52310
CASEY'S GENERAL STORE #2212,Convenience Store (FE),Active,130 41ST AVENUE DR ,,CEDAR RAPIDS,52404
CASEY'S GENERAL STORE #2357,Convenience Store (FE),Active,100 CHERRY ST ,,ALLISON,50602
CASEY'S GENERAL STORE #2421,Convenience Store (FE),Active,4003 PERU RD ,,DUBUQUE,52001
CASEY'S GENERAL STORE #2427,Convenience Store (FE),Active,3035 LOGAN AVE ,,WATERLOO,50703
CASEY'S GENERAL STORE #2566,Convenience Store (FE),Active,1495 STATE ST ,,ELY,52227
CASEY'S GENERAL STORE #2680,Convenience Store (FE),Active,213 S Main ST ,,Clarksville,50619
CASEY'S GENERAL STORE #2690,Convenience Store (FE),Active,500 MAIN ,,ANAMOSA,52205
CASEY'S GENERAL STORE #2765,Convenience Store (FE),Active,5050 NORTHLAND AVE ,,CEDAR RAPIDS,52402
CASEY'S GENERAL STORE #2767,Convenience Store (FE),Active,3434 1ST AVE ,,CEDAR RAPIDS,52402
CASEY'S GENERAL STORE #2771,Convenience Store (FE),Active,501 6TH ST ,,CEDAR RAPIDS,52404
CASEY'S GENERAL STORE #2773,Convenience Store (FE),Active,3625 EDGEWOOD RD SW ,,CEDAR RAPIDS,52404
CASEY'S GENERAL STORE #2777,Convenience Store (FE),Active,65 WILLIAMS BLVD ,,FAIRFAX,52228
CASEY'S GENERAL STORE #2782,Convenience Store (FE),Active,1495 BLAIRS FERRY RD NE ,,CEDAR RAPIDS,52402
CASEY'S GENERAL STORE #2787,Convenience Store (FE),Active,1661 32ND ST ,,CEDAR RAPIDS,52402
CASEY'S GENERAL STORE #2790,Convenience Store (FE),Active,588 BOYSON RD NE ,STE 110 ,CEDAR RAPIDS,52402
CASEY'S GENERAL STORE #2792,Convenience Store (FE),Active,9001 6TH ST ,,CEDAR RAPIDS,52404
CASEY'S GENERAL STORE #2811,Convenience Store (FE),Active,605 6TH ST ,,SPRINGVILLE,52336
CASEY'S GENERAL STORE #2850,Convenience Store (FE),Active,5655 C ST ,,CEDAR RAPIDS,52404
CASEY'S GENERAL STORE #2880,Convenience Store (FE),Active,1604 LA PORTE RD ,,WATERLOO,50702
CASEY'S GENERAL STORE #2908,Convenience Store (FE),Active,1752 HWY 64 ,,ANAMOSA,52205
CASEY'S GENERAL STORE #3288,Convenience Store (FE),Active,301 E MAYNE ST ,,BLUE GRASS,52726
CASEY'S GENERAL STORE #3291,Convenience Store (FE),Active,5110 HIGHWAY 13 ,,COGGON,52218
CASEY'S GENERAL STORE #3294,Convenience Store (FE),Active,5350 31ST AVE ,,URBANA,52345
CASEY'S GENERAL STORE #3371,Convenience Store (FE),Active,33000 HWY 57 ,,NEW HARTFORD,50660
CASEY'S GENERAL STORE #3382,Convenience Store (FE),Active,560 33rd AVE SW ,,Cedar Rapids,52404
CASEY'S GENERAL STORE #3513,Convenience Store (FE),Active,606 13TH ST ,,Belle Plaine,52208
CASEY'S GENERAL STORE #3523,Convenience Store (FE),Active,2670  SCOTT PARK RD ,,Eldridge,52748
CASEY'S GENERAL STORE #3561,Convenience Store (FE),Active,1532 ELLIS BLVD ,,CEDAR RAPIDS,52405
CASEY'S GENERAL STORE #3674,Convenience Store (FE),Active,4727 SOUTHERN HILLS DR ,,Sioux City,51106
CASEY'S GENERAL STORE #3763,Convenience Store (FE),Active,1032 4TH ST ,,Waverly,50677
CASEY'S GENERAL STORE #3898,Convenience Store (FE),Active,23485 CO RD E-34 ,,ANAMOSA,52205
CASEY'S GENERAL STORE #3899,Convenience Store (FE),Active,235 Edgewood RD NW ,,Cedar Rapids,52405
CASEY'S GENERAL STORE #92,Convenience Store (FE),Active,113 NE 3RD ST ,,PANORA,50216
CASEYS GENERAL STORE #3534,Convenience Store (FE),Active,74 MILL ST ,,Clermont,52135
CASEYS GENERAL STORE #3653,Convenience Store (FE),Active,209 W SOUTH ST ,,Greene,50636
CASEYS GENERAL STORE 1020 ,Convenience Store (FE),Active,210 JONES  ST ,PO BOX 353 ,LE CLAIRE,52753
CASEYS GENERAL STORE 1061,Convenience Store (FE),Active,500 HWY 67 ,,PRINCETON,52768
CASEYS GENERAL STORE 1068,Convenience Store (FE),Active,11200 140TH STREET PL ,,DAVENPORT,52804
CASEYS GENERAL STORE 1922,Convenience Store (FE),Active,780 MAIN ST ,,WALCOTT,52773
CASEYS GENERAL STORE 2092,Convenience Store (FE),Active,6278 PINE ST ,,DAVENPORT,52806
CASEYS GENERAL STORE 2168,Convenience Store (FE),Active,1691 53RD ST ,,DAVENPORT,52806
CASEYS GENERAL STORE 2429,Convenience Store (FE),Active,3902 STATE ST ,,BETTENDORF,52722
CASEYS GENERAL STORE 2493 ,Convenience Store (FE),Active,222 FRONT ST ,,BUFFALO,52728
CASEYS GENERAL STORE 2531 ,Convenience Store (FE),Active,840 LECLAIRE RD ,,ELDRIDGE,52748
CEDAR RAPIDS BP,Convenience Store (FE),Active,2330 Wiley BLVD SW ,,Cedar Rapids,52404
CENLA RV PARK,Convenience Store (FE),Active,3400 US HWY 71 ,,SPIRIT LAKE,51360
CENTRAL GROCERY & BEAUTY,Convenience Store (FE),Active,1572 Central AVE ,,Dubuque,52001
CENTRAL MART,Convenience Store (FE),Active,1000 MORNINGSIDE AVE ,,SIOUX CITY,51106
CHEEMA GAS AND LIQUORS,Convenience Store (FE),Active,202 S Main ST ,,New Sharon,50207
CID -  FLYZONE & FLYZONE RETAIL @ AIRPORT,Convenience Store (FE),Active,2121 WRIGHT BROTHERS BLVD SW ,,CEDAR RAPIDS,52404
CINNAMON RIDGE INC ,Convenience Store (FE),Active,10606 275TH ST ,,DONAHUE,52746
COLFAX FOOD MART,Convenience Store (FE),Active,1405 N WALNUT ST ,,COLFAX,50054
CON AGRA EMPLOYEE STORE,Convenience Store (FE),Active,1017 S MAIN ST ,,COUNCIL BLUFFS,51503
COUNTRY STORE,Convenience Store (FE),Active,202 Highway ST ,,CARSON,51525
CRESCO MART,Convenience Store (FE),Active,202 2ND AVE ,,CRESCO,52136
DALE'S CORNER STORE,Convenience Store (FE),Active,231 5TH AVE N ,,FORT DODGE,50501
DECK'S SERVICE,Convenience Store (FE),Active,202 PILOT ST ,,PILOT MOUND,50223
"DEPOT EXPRESS ATKINS, THE",Convenience Store (FE),Active,188 Parkridge RD ,,Atkins,52206
DEPOT LIQUOR & GROCERY,Convenience Store (FE),Active,114 N CENTER ST ,,MARSHALLTOWN,50158
DEWITT TRAVEL MART   ,Convenience Store (FE),Active,630 S 6TH  AVE ,,DE WITT,52742
DHAKALS LLC,Convenience Store (FE),Active,3108 W CENTRAL PARK AVE ,,Davenport,52804
DIAMOND OIL,Convenience Store (FE),Active,309 Front ST ,,Neola,51559
DOC'S STOP #5,Convenience Store (FE),Active,2720 E 13TH ST ,,AMES,50010
DOC'S STOP #9,Convenience Store (FE),Active,407 CLOSZ DR ,,WEBSTER CITY,50595
DOLLAR GENERAL #8137,Convenience Store (FE),Active,41 HIGHWAY 1 W ,,IOWA CITY,52246
DOLLAR GENERAL STORE,Convenience Store (FE),Active,404 Frontage Road ,,Moravia,52571
DOLLAR GENERAL STORE # 10074,Convenience Store (FE),Active,2440 GATEWAY DR ,,DUBUQUE,52003
DOLLAR GENERAL STORE #16866,Convenience Store (FE),Active,740 N PERKINS ST ,,Lone Tree,52755
DOLLAR GENERAL STORE #2421,Convenience Store (FE),Active,814 SUPERIOR ST ,,WEBSTER CITY,50595
DOLLAR GENERAL STORE #5857,Convenience Store (FE),Active,4401 E GORDON DR ,,SIOUX CITY,51106
DOLLAR GENERAL STORE #6522,Convenience Store (FE),Active,1200 W 5TH ST ,,WILTON,52778
DOLLAR GENERAL STORE #6896,Convenience Store (FE),Active,605 W LOCUST ST ,,DUBUQUE,52001
DOLLAR GENERAL STORE #7289 ,Convenience Store (FE),Active,3250 KENNEDY CIR ,STE 9 ,DUBUQUE,52002
DOLLAR GENERAL STORE #9693,Convenience Store (FE),Active,523 S 4TH ST ,PO BOX 343 ,GUTTENBERG,52052
DOLLAR TREE # 4092,Convenience Store (FE),Active,220 S LOCUST ,,DUBUQUE,52003
DOLLAR TREE #07169,Convenience Store (FE),Active,501 HWY 39 N ,,Denison,51442
DOLLAR TREE #2239,Convenience Store (FE),Active,1646 1/2 SYCAMORE ST ,,IOWA CITY,52240
DOLLAR TREE #6268,Convenience Store (FE),Active,801 Laurel ST ,,Creston,50801
DOLLAR TREE #6946,Convenience Store (FE),Active,2511 SE 14TH ST ,,DES MOINES,50320
DOLLAR TREE #7637,Convenience Store (FE),Active,3120 NORTHERN VALLEY DR ,,Sioux City,51108
DOLLAR TREE #7653,Convenience Store (FE),Active,2515 CORRIDOR WAY ,,Coralville,52241
DOLLAR TREE #773,Convenience Store (FE),Active,2050 JOHN F KENNEDY RD ,,DUBUQUE,52001
DOLLAR TREE #7945,Convenience Store (FE),Active,625 MEADE DR ,,North Liberty,52317
DOLLAR TREE #8302,Convenience Store (FE),Active,2585 NW Arterial ,,Dubuque,52002
